Site;Date;Plant species;Pollinator species;Visits
Soizig;24/11/2012;Vellozia resinosa;Dialictus (Chloralictus) sp. 1;2
Elefante;25/11/2012;Kielmeyera speciosa;Alticini sp. 2;1
Elefante;25/11/2012;Aspilia jolyana;Bombus pauloensis;1
Elefante;25/11/2012;Aspilia jolyana;Tetrapedia sp. 2;1
Elefante;25/11/2012;Byrsonima variabilis;Tapinotaspidini sp. 1;1
Elefante;25/11/2012;Byrsonima variabilis;Tetrapedia sp. 2;1
Elefante;25/11/2012;Byrsonima variabilis;Centris (Centris) varia;1
Elefante;25/11/2012;Lychnofora rupestris;Tetrapedia sp. 2;1
Elefante;25/11/2012;Lychnofora rupestris;Madopterini sp.;1
Elefante;25/11/2012;Sebastiana ditassoides;Dialictus (Chloralictus) sp. 1;1
Elefante;25/11/2012;Sebastiana ditassoides;Exomalopsis sp. 1;1
Elefante;25/11/2012;Sebastiana ditassoides;Mischocyttarus drewseni;1
Elefante;25/11/2012;Sebastiana ditassoides;Zethus brasiliensis brasiliensis;1
Elefante;25/11/2012;Cuphea ericoides;Megachile sp.;1
Elefante;25/11/2012;Luxemburgia villosa;Pseudaugochlora graminea;1
Elefante;25/11/2012;Cuphea ericoides;Bombus pauloensis;1
Elefante;25/11/2012;Vellozia leptopetala;Megachile cf (Dactylomegachile) sp.;1
Elefante;25/11/2012;Vellozia leptopetala;Galerucinae sp. 3;1
Elefante;25/11/2012;Rubiaceae sp.;Augochloropsis sp. 1;1
Elefante;25/11/2012;Rubiaceae sp.;Toxophorinae sp. 1;1
Elefante;25/11/2012;Baccharis serrulata;Sciara sp.;2
Elefante;25/11/2012;Baccharis serrulata;Madarini sp. 2;1
Elefante;25/11/2012;Baccharis serrulata;Unidentified Lepidoptera sp. 8;1
Elefante;25/11/2012;Baccharis serrulata;Pholeomyia sp.;1
Elefante;25/11/2012;Baccharis serrulata;Dialictus (Chloralictus) sp. 1;1
Elefante;25/11/2012;Cuphea ericoides;Megachile cf (Dactylomegachile) sp.;1
Elefante;25/11/2012;Barbacenia flava;Heliactin bilophus;1
Paulino;27/11/2012;Barbacenia flava;Trigona spinipes;5
Paulino;27/11/2012;Byrsonima pachyphylla;Tapinotaspidini sp. 1;1
Paulino;27/11/2012;Byrsonima pachyphylla;Centris (Centris) varia;1
Paulino;27/11/2012;Barbacenia flava;Trigona spinipes;4
Paulino;27/11/2012;Lychnofora uniflora;Dialictus (Chloralictus) sp. 1;1
Paulino;27/11/2012;Trigonia cipoensis;Cauliognathini sp. 1;1
Paulino;27/11/2012;Cuphea ericoides;Bombus pauloensis;1
Paulino;27/11/2012;Cuphea ericoides;Bombus pauloensis;1
Paulino;27/11/2012;Erythroxylum suberosum;Apis mellifera;4
Paulino;27/11/2012;Cuphea ericoides;Bombus pauloensis;1
Paulino;27/11/2012;Erythroxylum suberosum;Apis mellifera;1
Paulino;27/11/2012;Palicourea rigida;Heliactin bilophus;1
Paulino;27/11/2012;Erythroxylum suberosum;Apis mellifera;2
Paulino;27/11/2012;Erythroxylum suberosum;Alticini sp. 2;1
Paulino;27/11/2012;Erythroxylum suberosum;Unidentified Lepidoptera sp. 6;1
Paulino;27/11/2012;Erythroxylum suberosum;Dialictus (Chloralictus) sp. 1;1
Paulino;27/11/2012;Cuphea ericoides;Bombus pauloensis;2
Paulino;27/11/2012;Cuphea ericoides;Apis mellifera;2
Paulino;27/11/2012;Kielmeyera speciosa;Alticini sp. 2;2
Paulino;27/11/2012;Camptosema isopetalum;Eupetomena macroura;1
Paulino;27/11/2012;Lychnofora rupestris;Madopterini sp.;1
Paulino;27/11/2012;Simira sampaioana;Allograpta exotica;1
Paulino;27/11/2012;Lychnofora rupestris;Apis mellifera;1
Paulino;27/11/2012;Trigonia cipoensis;Tetrapedia sp. 1;1
Paulino;27/11/2012;Cuphea ericoides;Tetrapedia sp. 1;1
Paulino;27/11/2012;Aquifoliaceae sp.;Apis mellifera;4
Paulino;27/11/2012;Aquifoliaceae sp.;Trigona spinipes;2
Paulino;27/11/2012;Aquifoliaceae sp.;Mischocyttarus drewseni;1
Paulino;27/11/2012;Cuphea ericoides;Dialictus (Chloralictus) sp. 1;1
Paulino;27/11/2012;Cuphea ericoides;Apis mellifera;4
Paulino;27/11/2012;Cuphea ericoides;Ceratina (Crewella) sp. 2;1
Paulino;27/11/2012;Vellozia nivea;Dialictus (Chloralictus) sp. 1;1
Paulino;27/11/2012;Cuphea ericoides;Bombus pauloensis;1
Paulino;27/11/2012;Erythroxylum suberosum;Myzinum sp.;1
Paulino;27/11/2012;Vellozia nivea;Ceratina (Crewella) asuncionis;1
Paulino;27/11/2012;Cuphea ericoides;Bombus pauloensis;1
Paulino;27/11/2012;Trigonia cipoensis;Cephalotes pusillus;1
Paulino;27/11/2012;Lychnofora rupestris;Tetrapedia sp. 1;1
Paulino;27/11/2012;Lychnofora rupestris;Megachile (Pseudocentron) sp. 1;1
Paulino;27/11/2012;Lychnofora rupestris;Dialictus (Chloralictus) sp. 1;1
Paulino;27/11/2012;Lychnofora rupestris;Deopalpus sp.;1
Paulino;27/11/2012;Lychnofora rupestris;Campsomeris sp. 3;1
Paulino;27/11/2012;Lychnofora uniflora;Apis mellifera;1
Paulino;27/11/2012;Lychnofora uniflora;Megachile (Pseudocentron) sp. 1;1
Midway;28/11/2012;Myrcia guianensis;Tapinotaspidini sp. 1;1
Midway;28/11/2012;Myrcia guianensis;Augochloropsis sp. 1;1
Midway;28/11/2012;Myrcia guianensis;Apis mellifera;2
Midway;28/11/2012;Myrcia guianensis;Eumolpini sp. 4;2
Midway;28/11/2012;Myrcia guianensis;Eumolpini sp. 4;2
Midway;28/11/2012;Myrcia guianensis;Bombus pauloensis;1
Midway;28/11/2012;Myrcia guianensis;Augochloropsis sp. 1;1
Midway;28/11/2012;Myrcia guianensis;Dialictus (Chloralictus) sp. 1;2
Midway;28/11/2012;Myrcia guianensis;Trigona spinipes;2
Midway;28/11/2012;Myrcia guianensis;Apis mellifera;2
Midway;28/11/2012;Myrcia guianensis;Tetrapedia sp. 2;1
Midway;28/11/2012;Myrcia guianensis;Trigona spinipes;1
Midway;28/11/2012;Aspilia jolyana;Tetrapedia sp. 2;1
Midway;28/11/2012;Myrcia guianensis;Apis mellifera;1
Midway;28/11/2012;Myrcia guianensis;Augochloropsis sp. 1;1
Midway;28/11/2012;Myrcia guianensis;Eumolpini sp. 4;1
Midway;28/11/2012;Declieuxia fruticosa;Megachile sp.;1
Midway;28/11/2012;Myrcia guianensis;Tapinotaspidini sp. 1;1
Midway;28/11/2012;Myrcia guianensis;Bombus pauloensis;1
Midway;28/11/2012;Coccoloba brasiliensis;Camponotus rufipes;3
Midway;28/11/2012;Coccoloba brasiliensis;Plecia sp.;2
Midway;28/11/2012;Coccoloba brasiliensis;Unidentified Lepidoptera sp. 5;1
Midway;28/11/2012;Coccoloba brasiliensis;Masiphyia sp.;1
Midway;28/11/2012;Coccoloba brasiliensis;Polybia sericea;2
Midway;28/11/2012;Coccoloba brasiliensis;Dialictus (Chloralictus) sp. 1;1
Midway;28/11/2012;Myrcia guianensis;Apis mellifera;1
Midway;28/11/2012;Myrcia guianensis;Eumolpini sp. 4;2
Midway;28/11/2012;Aspilia jolyana;Bombus pauloensis;1
Midway;28/11/2012;Lessingianthus pycnostachyus;Megachile (Pseudocentron) sp. 1;1
Midway;28/11/2012;Myrcia guianensis;Bombus pauloensis;1
Midway;28/11/2012;Myrcia guianensis;Apis mellifera;1
Midway;28/11/2012;Chaemecrista ochnacea;Bombus pauloensis;1
Midway;28/11/2012;Aspilia jolyana;Madopterini sp.;1
Midway;28/11/2012;Aspilia jolyana;Bombus pauloensis;1
Midway;28/11/2012;Aspilia jolyana;Augochloropsis sp. 1;1
Midway;28/11/2012;Coccoloba brasiliensis;Pteromalidae sp. 1;1
Midway;28/11/2012;Coccoloba brasiliensis;Dialictus (Chloralictus) sp. 1;1
Midway;28/11/2012;Coccoloba brasiliensis;Sciara sp.;1
Midway;28/11/2012;Coccoloba brasiliensis;Wasp sp. 1;1
Midway;28/11/2012;Declieuxia fruticosa;Megachile (Pseudocentron) sp. 1;1
Midway;28/11/2012;Cuphea ericoides;Megachile (Pseudocentron) sp. 1;1
Midway;28/11/2012;Myrcia guianensis;Trigona spinipes;1
Midway;28/11/2012;Aspilia jolyana;Plecia sp.;1
Midway;28/11/2012;Coccoloba brasiliensis;Polybia sericea;1
Midway;28/11/2012;Coccoloba brasiliensis;Diptera sp. 4;1
Midway;28/11/2012;Coccoloba brasiliensis;Plecia sp.;2
Midway;28/11/2012;Coccoloba brasiliensis;Brachygastra lecheguana;1
Midway;28/11/2012;Coccoloba brasiliensis;Pholeomyia sp.;2
Midway;28/11/2012;Leandra aurea;Paroxystoglossa sp. 1;1
Midway;28/11/2012;Leandra aurea;Bombus pauloensis;1
Midway;28/11/2012;Myrcia guianensis;Megachile (Pseudocentron) sp. 1;1
Midway;28/11/2012;Coccoloba brasiliensis;Plecia sp.;2
Midway;28/11/2012;Coccoloba brasiliensis;Pachodynerus guadulpensis;1
Midway;28/11/2012;Aspilia jolyana;Tapinotaspidini sp. 1;1
Midway;28/11/2012;Aspilia jolyana;Augochloropsis sp. 1;1
Midway;28/11/2012;Lessingianthus pycnostachyus;Tapinotaspidini sp. 1;1
Midway;28/11/2012;Coccoloba brasiliensis;Sciara sp.;1
Midway;28/11/2012;Coccoloba brasiliensis;Plecia sp.;4
Midway;28/11/2012;Coccoloba brasiliensis;Dialictus (Chloralictus) sp. 1;1
Midway;28/11/2012;Coccoloba brasiliensis;Pteromalidae sp. 1;1
Midway;28/11/2012;Myrcia guianensis;Bombus pauloensis;1
Midway;28/11/2012;Byrsonima variabilis;Tapinotaspidini sp. 1;1
Midway;28/11/2012;Aspilia jolyana;Bombus pauloensis;1
Midway;28/11/2012;Aspilia jolyana;Tetrapedia sp. 2;1
Midway;28/11/2012;Aspilia jolyana;Sciara sp.;1
Midway;28/11/2012;Coccoloba brasiliensis;Plecia sp.;2
Midway;28/11/2012;Declieuxia fruticosa;Dialictus (Chloralictus) sp. 1;1
Midway;28/11/2012;Aspilia jolyana;Tetrapedia sp. 2;1
Midway;28/11/2012;Climber sp.;Apis mellifera;2
Midway;28/11/2012;Climber sp.;Polybia sericea;1
Midway;28/11/2012;Myrcia guianensis;Trigona spinipes;1
Midway;28/11/2012;Cuphea ericoides;Megachile sp.;1
Midway;28/11/2012;Palicourea rigida;Ceratina (Crewella) asuncionis;1
Midway;28/11/2012;Climber sp.;Cephalotes pusillus;1
Midway;28/11/2012;Climber sp.;Ceratina (Crewella) sp. 2;1
Midway;28/11/2012;Climber sp.;Masiphyia sp.;1
Midway;28/11/2012;Byrsonima variabilis;Tapinotaspidini sp. 1;1
Midway;28/11/2012;Byrsonima variabilis;Augochloropsis sp. 3;1
Midway;28/11/2012;Byrsonima variabilis;Tapinotaspidini sp. 1;1
Midway;28/11/2012;Cuphea ericoides;Centris (Hemisielaa) tarsata;1
Midway;28/11/2012;Cuphea ericoides;Xylocopa sp. 3;1
Midway;28/11/2012;Cuphea ericoides;Megachile (Pseudocentron) sp. 1;1
Midway;28/11/2012;Aspilia jolyana;Augochloropsis sp. 1;1
Midway;28/11/2012;Declieuxia fruticosa;Megachile (Pseudocentron) sp. 1;1
Midway;28/11/2012;Declieuxia fruticosa;Diptera sp. 4;1
Midway;28/11/2012;Declieuxia fruticosa;Xylocopa sp. 3;1
Midway;28/11/2012;Myrcia guianensis;Trigona spinipes;1
Midway;28/11/2012;Aspilia jolyana;Tetrapedia sp. 2;1
Midway;28/11/2012;Myrcia guianensis;Apis mellifera;1
Midway;28/11/2012;Myrcia guianensis;Trigona spinipes;1
Midway;28/11/2012;Aspilia jolyana;Augochloropsis sp. 1;1
Midway;28/11/2012;Aspilia jolyana;Exomalopsis sp. 1;1
Midway;28/11/2012;Aspilia jolyana;Exomalopsis sp. 1;1
Gigante;29/11/2012;Asteraceae sp.;Bombus pauloensis;1
Gigante;29/11/2012;Asteraceae sp.;Elbella luteizona;1
Gigante;29/11/2012;Asteraceae sp.;Megachile sp.;1
Gigante;29/11/2012;Asteraceae sp.;Adejeania sp.;1
Gigante;29/11/2012;Asteraceae sp.;Apis mellifera;2
Gigante;29/11/2012;Asteraceae sp.;Tetrapedia sp. 2;1
Gigante;29/11/2012;Asteraceae sp.;Theclinae sp.;1
Gigante;29/11/2012;Asteraceae sp.;Bombus pauloensis;2
Gigante;29/11/2012;Asteraceae sp.;Apis mellifera;2
Gigante;29/11/2012;Asteraceae sp.;Centris (Xanthemisia) lutea;1
Gigante;29/11/2012;Asteraceae sp.;Copestylum sp.;1
Gigante;29/11/2012;Asteraceae sp.;Megachile (Pseudocentron) sp. 1;1
Gigante;29/11/2012;Coccoloba brasiliensis;Apis mellifera;3
Gigante;29/11/2012;Coccoloba brasiliensis;Sciara sp.;2
Gigante;29/11/2012;Coccoloba brasiliensis;Polybia flavifrons hecuba;1
Gigante;29/11/2012;Coccoloba brasiliensis;Allograpta exotica;1
Gigante;29/11/2012;Coccoloba brasiliensis;Pholeomyia sp.;1
Gigante;29/11/2012;Coccoloba brasiliensis;Diptera sp. 7;1
Gigante;29/11/2012;Coccoloba brasiliensis;Dichelacera sp.;1
Gigante;29/11/2012;Coccoloba brasiliensis;Pteromalidae sp. 1;1
Gigante;29/11/2012;Coccoloba brasiliensis;Gnadochaeta sp.;1
Gigante;29/11/2012;Coccoloba brasiliensis;Myzinum sp.;1
Gigante;29/11/2012;Coccoloba brasiliensis;Camponotus arboreus;1
Gigante;29/11/2012;Coccoloba brasiliensis;Ceratina (Crewella) sp. 2;1
Gigante;29/11/2012;Diodella sp.;Apis mellifera;1
Gigante;29/11/2012;Diodella sp.;Deopalpus sp.;1
Gigante;29/11/2012;Diodella sp.;Satyrinae sp. 2;1
Gigante;29/11/2012;Diodella sp.;Megachile sp.;1
Gigante;29/11/2012;Baccharis serrulata;Campsomeris sp. 2;1
Gigante;29/11/2012;Baccharis serrulata;Diptera sp. 2;1
Gigante;29/11/2012;Baccharis serrulata;Dialictus (Chloralictus) sp. 1;1
Gigante;29/11/2012;Tibouchina heteromalla;Centris (Xanthemisia) lutea;1
Gigante;29/11/2012;Tibouchina heteromalla;Centris (Hemisielaa) tarsata;1
Gigante;29/11/2012;Diodella sp.;Copestylum sp.;1
Gigante;29/11/2012;Diodella sp.;Apis mellifera;1
Gigante;29/11/2012;Diodella sp.;Ceratina (Crewella) sp. 2;1
Gigante;29/11/2012;Clusia arrudea;Trigona spinipes;1
Gigante;29/11/2012;Clusia arrudea;Megachile (Moureapis) cf anthidioides;1
Gigante;29/11/2012;Coccoloba brasiliensis;Dialictus (Chloralictus) sp. 1;1
Gigante;29/11/2012;Diodella sp.;Ceratina (Crewella) sp. 2;4
Gigante;29/11/2012;Diodella sp.;Apis mellifera;1
Gigante;29/11/2012;Diodella sp.;Megachile (Moureapis) cf anthidioides;1
Gigante;29/11/2012;Erythroxylum microphyllum;Sciara sp.;1
Gigante;29/11/2012;Nematanthus wettsteinii;Campylopterus largipennis;1
Gigante;29/11/2012;Coccoloba brasiliensis;Gnadochaeta sp.;1
Gigante;29/11/2012;Coccoloba brasiliensis;Dialictus (Chloralictus) sp. 1;1
Gigante;29/11/2012;Coccoloba brasiliensis;Polybia ignobilis ;1
Gigante;29/11/2012;Coccoloba brasiliensis;Cauliognathus sp. 1;1
Gigante;29/11/2012;Coccoloba brasiliensis;Apis mellifera;1
Gigante;29/11/2012;Coccoloba brasiliensis;Plecia sp.;1
Gigante;29/11/2012;Coccoloba brasiliensis;Gnadochaeta sp.;1
Gigante;29/11/2012;Tibouchina heteromalla;Trigonopedia sp. 1;1
Gigante;29/11/2012;Cyrtocymura scorpioides;Ceratina (Crewella) sp. 2;3
Gigante;29/11/2012;Clusia arrudea;Trigona spinipes;1
Gigante;29/11/2012;Cuphea linarioides;Centris (Xanthemisia) lutea;2
Gigante;29/11/2012;Cuphea linarioides;Diptera sp. 4;1
Gigante;29/11/2012;Tibouchina heteromalla;Centris (Xanthemisia) lutea;1
Gigante;29/11/2012;Myrsine sp.;Camponotus arboreus;1
Gigante;29/11/2012;Myrsine sp.;Polybia flavifrons hecuba;1
Gigante;29/11/2012;Erythroxylum microphyllum;Augochloropsis sp. 1;1
Gigante;29/11/2012;Erythroxylum microphyllum;Polybia flavifrons hecuba;1
Tinkerbell;30/11/2012;Paepalanthus bromelioides;Dialictus (Chloralictus) sp. 1;1
Tinkerbell;30/11/2012;Paepalanthus bromelioides;Alticini sp. 1;10
Tinkerbell;30/11/2012;Paepalanthus bromelioides;Cauliognathini sp. 1;1
Tinkerbell;30/11/2012;Paepalanthus bromelioides;Cerambycidae sp.;1
Tinkerbell;30/11/2012;Paepalanthus bromelioides;Cephalotes pusillus;1
Tinkerbell;30/11/2012;Paepalanthus bromelioides;Parisoschoenus sp.;1
Tinkerbell;30/11/2012;Luxemburgia schwackeana;Bombus pauloensis;1
Tinkerbell;30/11/2012;Paepalanthus bromelioides;Alticini sp. 1;5
Tinkerbell;30/11/2012;Paepalanthus bromelioides;Parisoschoenus sp.;1
Tinkerbell;30/11/2012;Paepalanthus bromelioides;Cauliognathini sp. 1;1
Tinkerbell;30/11/2012;Luxemburgia schwackeana;Bombus pauloensis;1
Tinkerbell;30/11/2012;Declieuxia fruticosa;Dialictus (Chloralictus) sp. 1;1
Tinkerbell;30/11/2012;Cuphea ericoides;Megachile (Pseudocentron) sp. 1;1
Tinkerbell;30/11/2012;Luxemburgia schwackeana;Bombus pauloensis;1
Tinkerbell;30/11/2012;Paepalanthus bromelioides;Cauliognathini sp. 1;2
Tinkerbell;30/11/2012;Paepalanthus bromelioides;Cephalotes pusillus;2
Tinkerbell;30/11/2012;Paepalanthus bromelioides;Parisoschoenus sp.;1
Tinkerbell;30/11/2012;Paepalanthus bromelioides;Alticini sp. 1;2
Tinkerbell;30/11/2012;Lychnofora uniflora;Apis mellifera;2
Tinkerbell;30/11/2012;Luxemburgia schwackeana;Bombus pauloensis;1
Tinkerbell;30/11/2012;Lychnofora uniflora;Polyommatinae sp.;1
Tinkerbell;30/11/2012;Paepalanthus bromelioides;Plecia sp.;1
Tinkerbell;30/11/2012;Paepalanthus bromelioides;Dialictus (Chloralictus) sp. 1;1
Tinkerbell;30/11/2012;Paepalanthus bromelioides;Cerambycidae sp.;1
Tinkerbell;30/11/2012;Paepalanthus bromelioides;Alticini sp. 1;2
Tinkerbell;30/11/2012;Paepalanthus bromelioides;Parisoschoenus sp.;1
Tinkerbell;30/11/2012;Paepalanthus bromelioides;Cauliognathini sp. 1;2
Tinkerbell;30/11/2012;Declieuxia fruticosa;Heliactin bilophus;1
Tinkerbell;30/11/2012;Cuphea ericoides;Megachile sp.;1
Tinkerbell;30/11/2012;Declieuxia fruticosa;Dialictus (Chloralictus) sp. 1;1
Tinkerbell;30/11/2012;Declieuxia fruticosa;Megachile sp.;1
Tinkerbell;30/11/2012;Declieuxia fruticosa;Junonia genoveva;1
Tinkerbell;30/11/2012;Lychnofora uniflora;Apis mellifera;1
Tinkerbell;30/11/2012;Lychnofora uniflora;Apis mellifera;2
Tinkerbell;30/11/2012;Lychnofora uniflora;Dialictus (Chloralictus) sp. 1;1
Tinkerbell;30/11/2012;Lychnofora uniflora;Polyommatinae sp.;1
Tinkerbell;30/11/2012;Aspilia jolyana;Tapinotaspidini sp. 1;3
Tinkerbell;30/11/2012;Aspilia jolyana;Paroxystoglossa sp. 1;1
Tinkerbell;30/11/2012;Cuphea ericoides;Thygater sp.;1
Tinkerbell;30/11/2012;Cuphea ericoides;Megachile sp.;1
Tinkerbell;30/11/2012;Cuphea ericoides;Tapinotaspidini sp. 1;3
Soizig;01/12/2012;Kielmeyera speciosa;Trigona spinipes;1
Soizig;01/12/2012;Kielmeyera speciosa;Alticini sp. 2;3
Soizig;01/12/2012;Davilla elliptica;Ceratina (Crewella) sp. 2;1
Soizig;01/12/2012;Palicourea rigida;Heliactin bilophus;1
Soizig;01/12/2012;Sabicea brasiliensis;Trigona spinipes;1
Soizig;01/12/2012;Vochysia pygmaea;Heliactin bilophus;1
Soizig;01/12/2012;Luxemburgia villosa;Bombus pauloensis;1
Soizig;01/12/2012;Turnera hilaireana;Madarini sp. 2;1
Soizig;01/12/2012;Vellozia nivea;Apis mellifera;1
Soizig;01/12/2012;Vellozia nivea;Dialictus (Chloralictus) sp. 1;3
Soizig;01/12/2012;Vellozia nivea;Megachile cf (Dactylomegachile) sp.;1
Soizig;01/12/2012;Vellozia nivea;Augochloropsis sp. 3;1
Soizig;01/12/2012;Vellozia nivea;Dialictus (Chloralictus) sp. 1;2
Soizig;01/12/2012;Vellozia nivea;Eumolpini sp. 4;1
Soizig;01/12/2012;Vellozia nivea;Alticini sp. 2;3
Soizig;01/12/2012;Erythroxylum suberosum;Apis mellifera;1
Soizig;01/12/2012;Vellozia nivea;Camponotus crassus;1
Soizig;01/12/2012;Vellozia nivea;Alticini sp. 2;3
Soizig;01/12/2012;Vellozia nivea;Eumolpini sp. 4;1
Soizig;01/12/2012;Vellozia nivea;Dialictus (Chloralictus) sp. 1;1
Soizig;01/12/2012;Erythroxylum suberosum;Apis mellifera;1
Soizig;01/12/2012;Chaemecrista rotundata;Centris (Hemisielaa) tarsata;1
Soizig;01/12/2012;Sabicea brasiliensis;Xylocopa big;1
Soizig;01/12/2012;Erythroxylum suberosum;Apis mellifera;1
Soizig;01/12/2012;Byrsonima variabilis;Trigona spinipes;1
Soizig;01/12/2012;Byrsonima variabilis;Augochloropsis sp. 3;1
Soizig;01/12/2012;Cuphea ericoides;Xylocopa sp. 2;1
Soizig;01/12/2012;Cuphea ericoides;Ceratina (Crewella) sp. 2;1
Soizig;01/12/2012;Erythroxylum suberosum;Polistes satan;1
Soizig;01/12/2012;Lychnofora uniflora;Melipona sp. 1;1
Soizig;01/12/2012;Lychnofora uniflora;Bombus pauloensis;1
Soizig;01/12/2012;Aspilia jolyana;Bombus pauloensis;1
Soizig;01/12/2012;Cuphea ericoides;Tapinotaspidini sp. 1;1
Soizig;01/12/2012;Erythroxylum suberosum;Apis mellifera;1
Soizig;01/12/2012;Erythroxylum suberosum;Sarcophagidae sp.;1
Soizig;01/12/2012;Erythroxylum suberosum;Pteromalidae sp. 1;1
Soizig;01/12/2012;Erythroxylum suberosum;Apis mellifera;2
Soizig;01/12/2012;Erythroxylum suberosum;Allograpta exotica;1
Soizig;01/12/2012;Erythroxylum suberosum;Cauliognathini sp. 1;1
Soizig;01/12/2012;Erythroxylum suberosum;Cephalotes pusillus;1
Soizig;01/12/2012;Cuphea ericoides;Megachile sp.;1
Soizig;01/12/2012;Cuphea ericoides;Ceratina (Crewella) sp. 2;1
Soizig;01/12/2012;Erythroxylum suberosum;Apis mellifera;3
Soizig;01/12/2012;Erythroxylum suberosum;Hylaeus sp. 1;1
Soizig;01/12/2012;Vellozia resinosa;Dialictus (Chloralictus) sp. 1;2
Soizig;01/12/2012;Camptosema isopetalum;Eupetomena macroura;1
Elefante;02/12/2012;Kielmeyera speciosa;Alticini sp. 2;8
Elefante;02/12/2012;Lychnofora rupestris;Camponotus rufipes;1
Elefante;02/12/2012;Lychnofora rupestris;Madopterini sp.;1
Elefante;02/12/2012;Lychnofora rupestris;Coleoptera sp. 2;1
Elefante;02/12/2012;Lychnofora rupestris;Dialictus (Chloralictus) sp. 1;1
Elefante;02/12/2012;Lavoisiera subulata;Apis mellifera;1
Elefante;02/12/2012;Lavoisiera subulata;Bombus pauloensis;3
Elefante;02/12/2012;Lavoisiera subulata;Augochloropsis sp. 1;1
Elefante;02/12/2012;Lavoisiera subulata;Tetrapedia sp. 2;1
Elefante;02/12/2012;Cuphea ericoides;Bombus pauloensis;1
Elefante;02/12/2012;Aspilia jolyana;Bombus pauloensis;1
Elefante;02/12/2012;Byrsonima variabilis;Tetrapedia sp. 2;1
Elefante;02/12/2012;Aspilia jolyana;Tetrapedia sp. 2;1
Elefante;02/12/2012;Rubiaceae sp.;Apis mellifera;3
Elefante;02/12/2012;Rubiaceae sp.;Zeta argillaceum;1
Elefante;02/12/2012;Rubiaceae sp.;Leskia sp.;2
Elefante;02/12/2012;Rubiaceae sp.;Cauliognathini sp. 1;1
Elefante;02/12/2012;Rubiaceae sp.;Ceratina (Crewella) sp. 2;2
Elefante;02/12/2012;Rubiaceae sp.;Toxophorinae sp. 1;1
Elefante;02/12/2012;Rubiaceae sp.;Augochloropsis sp. 1;1
Elefante;02/12/2012;Rubiaceae sp.;Riodinini sp.;1
Elefante;02/12/2012;Rubiaceae sp.;Deopalpus sp.;1
Elefante;02/12/2012;Baccharis serrulata;Plecia sp.;1
Elefante;02/12/2012;Baccharis serrulata;Cephalotes pusillus;1
Elefante;02/12/2012;Baccharis serrulata;Pholeomyia sp.;1
Elefante;02/12/2012;Baccharis serrulata;Dialictus (Chloralictus) sp. 1;1
Elefante;02/12/2012;Vellozia leptopetala;Dialictus (Chloralictus) sp. 1;1
Elefante;02/12/2012;Vellozia leptopetala;Ceratina (Crewella) sp. 2;1
Elefante;02/12/2012;Vellozia leptopetala;Alticini sp. 2;3
Elefante;02/12/2012;Vellozia leptopetala;Eumolpini sp. 4;1
Elefante;02/12/2012;Acritopappus longifolius;Coleoptera sp. 2;1
Elefante;02/12/2012;Aspilia jolyana;Ceratina (Crewella) sp. 2;1
Elefante;02/12/2012;Aspilia jolyana;Bombus pauloensis;1
Elefante;02/12/2012;Baccharis serrulata;Toxomerus tibicen;1
Elefante;02/12/2012;Baccharis serrulata;Colletes sp. 1;1
Elefante;02/12/2012;Baccharis serrulata;Zethus productus;1
Elefante;02/12/2012;Baccharis serrulata;Ceratina (Crewella) sp. 2;1
Elefante;02/12/2012;Cuphea ericoides;Ceratina (Crewella) sp. 2;3
Elefante;02/12/2012;Vochysia thyrsoidea;Heliactin bilophus;1
Elefante;02/12/2012;Diodella sp. 2;Leskia sp.;1
Elefante;02/12/2012;Diodella sp. 2;Ceratina (Crewella) sp. 2;1
Elefante;02/12/2012;Barbacenia flava;Heliactin bilophus;1
Elefante;02/12/2012;Cuphea ericoides;Bombus pauloensis;1
Elefante;02/12/2012;Vochysia pygmaea;Heliactin bilophus;1
Elefante;02/12/2012;Cuphea ericoides;Bombus pauloensis;1
Elefante;02/12/2012;Paepalanthus bromelioides;Toxomerus tibicen;1
Elefante;02/12/2012;Palicourea rigida;Heliactin bilophus;1
Cedro;03/12/2012;Aspilia jolyana;Apis mellifera;1
Cedro;03/12/2012;Aspilia jolyana;Bombus pauloensis;1
Cedro;03/12/2012;Solanum sp.;Centris (Hemisielaa) tarsata;1
Cedro;03/12/2012;Declieuxia fruticosa;Xylocopa sp. 1;1
Cedro;03/12/2012;Vochysia thyrsoidea;Eupetomena macroura;2
Cedro;03/12/2012;Vochysia thyrsoidea;Xylocopa big;1
Cedro;03/12/2012;Vochysia thyrsoidea;Eupetomena macroura;1
Cedro;03/12/2012;Vochysia thyrsoidea;Campylopterus largipennis;1
Cedro;03/12/2012;Vochysia thyrsoidea;Papilionidae sp.;1
Cedro;03/12/2012;Palicourea rigida;Eupetomena macroura;1
Cedro;03/12/2012;Byrsonima variabilis;Tapinotaspidini sp. 1;1
Cedro;03/12/2012;Byrsonima variabilis;Tetrapedia sp. 2;2
Cedro;03/12/2012;Byrsonima variabilis;Exomalopsis sp. 1;1
Cedro;03/12/2012;Cuphea ericoides;Augochlora (Oxystoglossella) sp. 2;1
Cedro;03/12/2012;Vochysia thyrsoidea;Apis mellifera;2
Cedro;03/12/2012;Vochysia thyrsoidea;Phoebis sennae;1
Cedro;03/12/2012;Paepalanthus bromelioides;Sibinia sp.;1
Cedro;03/12/2012;Paepalanthus bromelioides;Trigona spinipes;1
