"local_id","species","day","month","year","country","m_IT","n_IT","m_sex","doi","name","description","Contributor_name","Contributor_lastname"
4039,"Osmia rufa",18,4,1945,"Netherlands",2.6,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4040,"Osmia rufa",NA,6,1942,"Netherlands",2.6,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4041,"Osmia rufa",25,5,1944,"Netherlands",2.8,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4042,"Osmia rufa",20,5,1943,"Netherlands",2.6,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4043,"Osmia rufa",20,5,1943,"Netherlands",2.9,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4044,"Osmia rufa",NA,5,1952,"Netherlands",2.9,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4045,"Osmia rufa",NA,5,1952,"Netherlands",2.3,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4046,"Osmia rufa",NA,6,1957,"Netherlands",3,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4047,"Osmia rufa",NA,5,1950,"Netherlands",2.1,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4048,"Osmia rufa",14,6,1956,"Netherlands",2,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4049,"Osmia rufa",13,6,1953,"Netherlands",2.9,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4050,"Osmia rufa",20,4,1957,"Netherlands",2.7,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4051,"Osmia rufa",25,5,1952,"Netherlands",2.3,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4052,"Osmia rufa",16,5,1959,"Netherlands",2.9,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4053,"Osmia rufa",NA,5,1952,"Netherlands",2.7,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4054,"Osmia rufa",NA,5,1956,"Netherlands",3.3,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4055,"Osmia rufa",NA,5,1956,"Netherlands",2.4,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4056,"Osmia rufa",NA,5,1952,"Netherlands",2.8,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4057,"Osmia rufa",NA,5,1973,"Netherlands",2.7,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4058,"Osmia rufa",NA,7,1977,"Netherlands",2.5,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4059,"Osmia rufa",NA,5,1980,"Netherlands",2.7,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4060,"Osmia rufa",NA,5,1980,"Netherlands",2.8,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4061,"Osmia rufa",14,5,1966,"Netherlands",2.9,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4062,"Osmia rufa",NA,5,1971,"Netherlands",2.9,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4063,"Osmia rufa",28,4,1969,"Netherlands",2.9,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4064,"Osmia rufa",NA,6,1968,"Netherlands",2.6,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4065,"Osmia rufa",20,5,1975,"Netherlands",3,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4066,"Osmia rufa",20,5,1975,"Netherlands",2.9,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4067,"Osmia rufa",20,5,1972,"Netherlands",2.8,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4068,"Osmia rufa",20,4,1966,"Netherlands",2.7,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4069,"Osmia rufa",NA,5,1952,"Netherlands",2.9,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4070,"Osmia rufa",NA,6,1980,"Netherlands",2.5,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4071,"Osmia rufa",NA,5,1980,"Netherlands",2.5,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4072,"Osmia rufa",15,5,1980,"Netherlands",2.8,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4073,"Osmia rufa",15,5,1980,"Netherlands",2.5,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4074,"Osmia rufa",27,8,1980,"Netherlands",2.7,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4075,"Osmia rufa",NA,7,1979,"Netherlands",2.4,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4076,"Osmia rufa",NA,7,1979,"Netherlands",2.3,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4077,"Osmia rufa",20,4,1983,"Netherlands",3,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4078,"Osmia rufa",20,4,1983,"Netherlands",2.9,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4079,"Osmia rufa",22,5,1986,"Netherlands",2.4,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4080,"Osmia rufa",13,5,1981,"Netherlands",2.5,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4081,"Osmia rufa",NA,5,1990,"Netherlands",2.9,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4082,"Osmia rufa",27,5,1990,"Netherlands",2.7,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4083,"Osmia rufa",13,5,1981,"Netherlands",2.6,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4084,"Osmia rufa",27,5,1990,"Netherlands",2.5,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4085,"Osmia rufa",NA,5,1993,"Netherlands",2.8,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4086,"Osmia rufa",13,5,1981,"Netherlands",2.6,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4087,"Osmia rufa",29,7,1984,"Netherlands",2.5,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4088,"Osmia rufa",30,4,1997,"Netherlands",2.4,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4089,"Osmia rufa",NA,5,1990,"Netherlands",2.5,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4090,"Osmia rufa",23,5,1992,"Netherlands",2.9,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4091,"Osmia rufa",17,5,1992,"Netherlands",2.4,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4092,"Osmia rufa",16,5,1992,"Netherlands",2.7,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4093,"Osmia rufa",16,5,1992,"Netherlands",2.5,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4094,"Osmia rufa",31,3,1990,"Netherlands",2.7,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4095,"Osmia rufa",31,3,1990,"Netherlands",2.7,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4096,"Osmia rufa",17,5,1989,"Netherlands",2.9,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4097,"Osmia rufa",NA,5,2001,"Netherlands",2.5,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4098,"Osmia rufa",NA,4,2001,"Netherlands",2.8,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4099,"Osmia rufa",NA,5,2001,"Netherlands",2.8,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4100,"Osmia rufa",21,5,2001,"Netherlands",2.1,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4101,"Osmia rufa",21,5,2001,"Netherlands",2.6,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4102,"Osmia rufa",21,5,2001,"Netherlands",2.5,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4103,"Osmia rufa",NA,5,2001,"Netherlands",2.8,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4104,"Osmia rufa",NA,5,2001,"Netherlands",1.9,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4105,"Osmia rufa",NA,5,2002,"Netherlands",2.5,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4106,"Osmia rufa",NA,5,2001,"Netherlands",2.9,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4107,"Osmia rufa",NA,4,2001,"Netherlands",2.5,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4108,"Osmia rufa",NA,5,2001,"Netherlands",2.5,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4109,"Osmia rufa",14,4,2000,"Netherlands",2.6,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4110,"Osmia rufa",14,4,2000,"Netherlands",2.7,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4111,"Osmia rufa",23,6,2001,"Netherlands",2.8,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4112,"Osmia rufa",14,5,2001,"Netherlands",2.9,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4113,"Osmia rufa",14,5,2001,"Netherlands",2.9,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4114,"Osmia rufa",14,5,2001,"Netherlands",2.7,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4115,"Osmia rufa",NA,4,2001,"Netherlands",2.5,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4116,"Osmia rufa",NA,4,2002,"Netherlands",2.5,1,"female","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4117,"Osmia rufa",15,8,1889,"Netherlands",2.2,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4118,"Osmia rufa",15,4,1878,"Netherlands",1.9,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4119,"Osmia rufa",20,4,1899,"Netherlands",1.8,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4120,"Osmia rufa",15,8,1889,"Netherlands",2,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4121,"Osmia rufa",15,8,1889,"Netherlands",2.6,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4122,"Osmia rufa",19,4,1878,"Netherlands",2.4,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4123,"Osmia rufa",15,8,1889,"Netherlands",2.3,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4124,"Osmia rufa",4,4,1866,"Netherlands",2.5,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4125,"Osmia rufa",4,4,1866,"Netherlands",2.9,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4126,"Osmia rufa",4,4,1866,"Netherlands",2.5,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4127,"Osmia rufa",4,4,1866,"Netherlands",2.4,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4128,"Osmia rufa",18,5,1879,"Netherlands",2.1,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4129,"Osmia rufa",18,5,1879,"Netherlands",2.3,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4130,"Osmia rufa",4,4,1866,"Netherlands",2.3,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4131,"Osmia rufa",4,4,1866,"Netherlands",2.1,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4132,"Osmia rufa",16,4,1899,"Netherlands",2.1,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4133,"Osmia rufa",16,4,1899,"Netherlands",2.3,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4134,"Osmia rufa",16,4,1899,"Netherlands",2.3,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4135,"Osmia rufa",4,4,1866,"Netherlands",2,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4136,"Osmia rufa",20,3,1880,"Netherlands",2.4,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4137,"Osmia rufa",NA,4,1919,"Netherlands",2.2,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4138,"Osmia rufa",NA,5,1917,"Netherlands",2.3,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4139,"Osmia rufa",NA,4,1919,"Netherlands",2,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4140,"Osmia rufa",NA,4,1919,"Netherlands",2.2,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4141,"Osmia rufa",NA,4,1919,"Netherlands",2.2,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4142,"Osmia rufa",NA,4,1920,"Netherlands",2.3,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4143,"Osmia rufa",NA,4,1919,"Netherlands",2.2,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4144,"Osmia rufa",NA,4,1919,"Netherlands",2.3,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4145,"Osmia rufa",20,4,1918,"Netherlands",2.1,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4146,"Osmia rufa",NA,4,1919,"Netherlands",2.2,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4147,"Osmia rufa",NA,4,1919,"Netherlands",1.9,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4148,"Osmia rufa",NA,4,1919,"Netherlands",2.2,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4149,"Osmia rufa",NA,4,1919,"Netherlands",2.3,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4150,"Osmia rufa",NA,4,1919,"Netherlands",2,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4151,"Osmia rufa",NA,4,1919,"Netherlands",2,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4152,"Osmia rufa",NA,5,1917,"Netherlands",2.4,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4153,"Osmia rufa",NA,5,1917,"Netherlands",2.1,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4154,"Osmia rufa",14,4,1934,"Netherlands",2.5,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4155,"Osmia rufa",NA,5,1920,"Netherlands",2.2,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4156,"Osmia rufa",NA,5,1920,"Netherlands",2.1,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4157,"Osmia rufa",NA,5,1925,"Netherlands",2.3,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4158,"Osmia rufa",NA,5,1925,"Netherlands",2.5,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4159,"Osmia rufa",NA,5,1925,"Netherlands",2.5,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4160,"Osmia rufa",NA,4,1926,"Netherlands",2,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4161,"Osmia rufa",NA,5,1922,"Netherlands",2.4,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4162,"Osmia rufa",NA,4,1926,"Netherlands",2.2,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4163,"Osmia rufa",NA,5,1925,"Netherlands",2.3,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4164,"Osmia rufa",NA,5,1925,"Netherlands",2.3,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4165,"Osmia rufa",NA,5,1925,"Netherlands",2.5,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4166,"Osmia rufa",NA,5,1922,"Netherlands",2.3,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4167,"Osmia rufa",13,5,1938,"Netherlands",2.2,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4168,"Osmia rufa",NA,7,1936,"Netherlands",2,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4169,"Osmia rufa",NA,7,1936,"Netherlands",2.7,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4170,"Osmia rufa",NA,7,1936,"Netherlands",2.4,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4171,"Osmia rufa",13,5,1938,"Netherlands",2,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4172,"Osmia rufa",NA,4,1932,"Netherlands",2.5,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4173,"Osmia rufa",14,4,1934,"Netherlands",2.2,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4174,"Osmia rufa",NA,4,1933,"Netherlands",2.4,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4175,"Osmia rufa",20,5,1939,"Netherlands",2.5,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4176,"Osmia rufa",27,5,1941,"Netherlands",1.8,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
4177,"Osmia rufa",22,4,1942,"Netherlands",2.3,1,"male","10.1371/journal.pone.0148983","Oliveira_2016","Dataset describing bodi sizes for 10 bee species alomg > 100 years in the Nederlands",NA,NA
