species,order,superfamily,family,subfamily,tribe,genus,subgenus
Patellapis atricilla,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis ausica,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis azurea,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis baralonga,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis bedana,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis benoiti,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis bihamata,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis bilineata,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis binghami,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis braunsella,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis burmana,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis buruana,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis burungana,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis burungensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis calvini,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis calviniensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis capillipalpis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis carinostriata,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis castanea,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis celebensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis cerealis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis chubbi,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis cincticauda,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis cinctifera,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis cinctulella,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis coccinea,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis communis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis concinnula,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis corallina,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis dapanensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis delphinensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis disposita,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis dispositina,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis erythropyga,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis fisheri,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis flacourtiae,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis flavofasciata,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis flavorufa,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis flavovittata,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis formosicola,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis fuliginosa,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis gabonensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis glabra,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis gowdeyi,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis hargreavesi,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis harunganae,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis heterozonica,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis hirsuta,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis inelegans,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis interstitialis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis intricata,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis ivoirensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis javana,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis joffrei,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis kabetensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis kalutarae,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis kamerunensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis katangensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis kavirondica,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis keiseri,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis kinabaluensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis kivuensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis kivuicola,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis knysnae,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis kocki,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis kristenseni,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis leonis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis lepesmei,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis limbata,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis liodoma,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis lioscutalis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis lombokensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis lyalli,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis macrozonia,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis malachurina,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis mandrakae,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis merescens,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis micropastina,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis microzonia,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis minima,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis minutior,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis mirandicornis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis montagui,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis moshiensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis mosselina,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis murbana,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis neavei,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis nefasitica,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis negritica,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis neli,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis nilssoni,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis nomioides,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis obscurescens,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis ochracea,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis pachyvertex,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis pallidicincta,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis pallidicinctula,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis partita,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis pastina,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis pastinella,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis pastiniformis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis pastinops,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis patriciformis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis pearsoni,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis pearstonensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis penangensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis perineti,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis perlucens,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis perpansa,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis picturata,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis platti,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis plicata,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis pondoensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis probita,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis promita,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis pseudonomioides,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis pseudothoracica,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis puangensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis pubens,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis pulchricincta,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis pulchrihirta,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis pulchrilucens,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis punctifrons,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis reticulosa,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis retigera,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis rothschildiana,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis rubrotibialis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis rufobasalis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis ruwensorensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis sanguinibasis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis schultzei,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis semipastina,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis serrifera,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis sidula,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis sigiriella,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis spinulosa,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis stanleyi,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis stirlingi,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis striata,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis suarezensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis sublustrans,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis subpatricia,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis subvittata,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis suprafulva,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis tecta,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis tenuicincta,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis tenuihirta,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis tenuimarginata,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis terminalis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis territa,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis tinctula,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis trachyna,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis trifilosa,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis trizonula,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis tshibindica,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis unifasciata,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis upembensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis vanaja,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis villosicauda,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis vincta,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis viridifilosa,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis vittata,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis vumbensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis weisi,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis wenzeli,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis yunnanica,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis zacephala,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Patellapis zaleuca,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Patellapis,
Pseudagapostemon amabilis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Pseudagapostemon,
Pseudagapostemon anasimus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Pseudagapostemon,
Pseudagapostemon arenarius,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Pseudagapostemon,
Pseudagapostemon catamarcensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Pseudagapostemon,
Pseudagapostemon citricornis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Pseudagapostemon,
Pseudagapostemon cyaneus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Pseudagapostemon,
Pseudagapostemon cyanomelas,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Pseudagapostemon,
Pseudagapostemon eliasi,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Pseudagapostemon,
Pseudagapostemon fluminensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Pseudagapostemon,
Pseudagapostemon huinca,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Pseudagapostemon,
Pseudagapostemon hurdi,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Pseudagapostemon,
Pseudagapostemon jenseni,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Pseudagapostemon,
Pseudagapostemon joergenseni,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Pseudagapostemon,
Pseudagapostemon jujuyensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Pseudagapostemon,
Pseudagapostemon larocai,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Pseudagapostemon,
Pseudagapostemon mendocinus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Pseudagapostemon,
Pseudagapostemon ochromerus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Pseudagapostemon,
Pseudagapostemon olivaceosplendens,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Pseudagapostemon,
Pseudagapostemon pampeanus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Pseudagapostemon,
Pseudagapostemon pissisi,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Pseudagapostemon,
Pseudagapostemon pruinosus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Pseudagapostemon,
Pseudagapostemon puelchanus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Pseudagapostemon,
Pseudagapostemon santiaguensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Pseudagapostemon,
Pseudagapostemon similis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Pseudagapostemon,
Pseudagapostemon singularis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Pseudagapostemon,
Pseudagapostemon tessellatus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Pseudagapostemon,
Ptilocleptis eickworti,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Ptilocleptis,
Ptilocleptis polybioides,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Ptilocleptis,
Ptilocleptis tomentosa,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Ptilocleptis,
Rhinetula denticrus,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Rhinetula,
Rhinetula rufiventris,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Rhinetula,
Ruizantheda cerdai,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Ruizantheda,
Ruizantheda divaricata,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Ruizantheda,
Ruizantheda mutabilis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Ruizantheda,
Ruizantheda proxima,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Ruizantheda,
Sphecodes abuensis,Hymenoptera,Apoidea,Halictidae,Halictinae,Halictini,Sphecodes,
