"species","month","year","country","IT","sex","doi"
"Anthophora retusa",5,1985,"Netherlands",3,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",4,1991,"Netherlands",3,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",4,1991,"Netherlands",3,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",4,2001,"Netherlands",3.8,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",4,2001,"Netherlands",3.9,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",4,2001,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",4,2001,"Netherlands",3.2,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",4,2001,"Netherlands",3.3,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",4,2001,"Netherlands",3.2,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,2001,"Netherlands",3.7,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",6,2001,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",8,2001,"Netherlands",3.4,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",4,2000,"Netherlands",3.8,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",4,2000,"Netherlands",3.7,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",4,2000,"Netherlands",3.3,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",6,2000,"Netherlands",3.3,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",7,2000,"Netherlands",3.7,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,2001,"Netherlands",3.9,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,2001,"Netherlands",4,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",7,2001,"Netherlands",4,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,2001,"Netherlands",4,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",4,2000,"Netherlands",4.3,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",4,2000,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",7,1880,"Netherlands",5.1,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",7,1880,"Netherlands",5.5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",7,1880,"Netherlands",5.4,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",7,1885,"Netherlands",5.4,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",7,1885,"Netherlands",5.3,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",6,1878,"Netherlands",5.5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",5,1904,"Netherlands",5.3,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",5,1908,"Netherlands",5.5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",5,1908,"Netherlands",4.6,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",5,1908,"Netherlands",5.5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",4,1920,"Netherlands",5.2,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",6,1918,"Netherlands",5.1,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",5,1922,"Netherlands",5.4,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",5,1922,"Netherlands",5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",6,1937,"Netherlands",5.4,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",5,1922,"Netherlands",4.8,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",6,1934,"Netherlands",5.4,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",5,1922,"Netherlands",5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",5,1922,"Netherlands",4.1,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",5,1931,"Netherlands",5.5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",6,1936,"Netherlands",5.4,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",3,1935,"Netherlands",5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",3,1935,"Netherlands",5.2,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",5,1922,"Netherlands",5.5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",5,1922,"Netherlands",5.2,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",5,1922,"Netherlands",3.9,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",5,1922,"Netherlands",5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",5,1922,"Netherlands",5.1,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",6,1933,"Netherlands",5.2,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",4,1937,"Netherlands",5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",4,1934,"Netherlands",5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",4,1937,"Netherlands",4.3,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",9,1923,"Netherlands",5.3,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",7,1925,"Netherlands",4.4,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",5,1924,"Netherlands",5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",7,1925,"Netherlands",5.5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",5,1924,"Netherlands",5.5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",5,1924,"Netherlands",5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",6,1924,"Netherlands",5.3,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",8,1921,"Netherlands",5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",6,1924,"Netherlands",5.3,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",6,1924,"Netherlands",5.3,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",4,1926,"Netherlands",5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",4,1926,"Netherlands",5.1,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",4,1926,"Netherlands",5.4,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",4,1926,"Netherlands",5.4,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",7,1924,"Netherlands",5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",5,1922,"Netherlands",5.3,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",9,1942,"Netherlands",5.6,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",5,1960,"Netherlands",4.8,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",4,1946,"Netherlands",5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",4,1946,"Netherlands",5.3,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",4,1946,"Netherlands",5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",8,1944,"Netherlands",5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",4,1946,"Netherlands",4.3,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",3,1946,"Netherlands",5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",4,1946,"Netherlands",5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",8,1944,"Netherlands",5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",8,1944,"Netherlands",5.2,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",8,1944,"Netherlands",5.3,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",4,1946,"Netherlands",4.9,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",4,1946,"Netherlands",4.8,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",4,1946,"Netherlands",4.4,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",4,1946,"Netherlands",4,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",4,1946,"Netherlands",5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",7,1943,"Netherlands",4,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",4,1946,"Netherlands",4,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",7,1946,"Netherlands",5.2,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",7,1946,"Netherlands",4.9,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",5,1942,"Netherlands",5.1,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",7,1943,"Netherlands",4.6,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",7,1943,"Netherlands",4.4,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",7,1943,"Netherlands",4.1,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",7,1943,"Netherlands",4.5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",7,1943,"Netherlands",5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",5,1942,"Netherlands",5.3,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",5,1942,"Netherlands",5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",7,1943,"Netherlands",4.5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",5,1941,"Netherlands",5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",5,1949,"Netherlands",4,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",5,1949,"Netherlands",4.9,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",5,1947,"Netherlands",4.4,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",6,1956,"Netherlands",5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",4,1968,"Netherlands",5.5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",4,1968,"Netherlands",5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",4,1965,"Netherlands",5.4,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",4,1968,"Netherlands",5.2,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",9,1966,"Netherlands",4.4,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",8,1979,"Netherlands",4.2,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",8,1979,"Netherlands",4.1,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",8,1980,"Netherlands",4.5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",6,1980,"Netherlands",5.1,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",6,1980,"Netherlands",5.2,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",5,1961,"Netherlands",5.5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",8,1975,"Netherlands",3.9,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",8,1975,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",6,1980,"Netherlands",5.5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",6,1980,"Netherlands",5.1,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",6,1980,"Netherlands",4.9,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",7,1977,"Netherlands",4,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",7,1977,"Netherlands",3.8,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",7,1961,"Netherlands",4.2,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",4,1962,"Netherlands",4.9,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",5,1964,"Netherlands",5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",7,1961,"Netherlands",4,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",5,1961,"Netherlands",4.9,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",5,1961,"Netherlands",3.8,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",6,1967,"Netherlands",5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",4,1979,"Netherlands",5.4,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",5,1978,"Netherlands",5.3,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",7,1980,"Netherlands",4.5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",6,1967,"Netherlands",4.3,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",6,1967,"Netherlands",4.6,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",7,1980,"Netherlands",4.9,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",7,1980,"Netherlands",5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",6,1973,"Netherlands",4.5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",6,1973,"Netherlands",5.1,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",6,1973,"Netherlands",4.9,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",4,2002,"Netherlands",5.7,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",4,2002,"Netherlands",5.2,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",4,2002,"Netherlands",5.5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",4,2002,"Netherlands",5.1,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",4,2002,"Netherlands",5.8,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",4,2002,"Netherlands",4.8,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",5,2002,"Netherlands",5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",6,2002,"Netherlands",5.4,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",6,2002,"Netherlands",5.5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",8,2002,"Netherlands",4.5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",8,2002,"Netherlands",4,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",8,2002,"Netherlands",3.6,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",8,2002,"Netherlands",4,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",8,2002,"Netherlands",4.2,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",8,2002,"Netherlands",3.9,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",8,2002,"Netherlands",4,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",8,2002,"Netherlands",4,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",7,2002,"Netherlands",4.3,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",7,2002,"Netherlands",5.6,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",7,2002,"Netherlands",3.8,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",7,2002,"Netherlands",3.7,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",7,2002,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",7,2002,"Netherlands",4.3,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",5,2002,"Netherlands",4,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",6,2002,"Netherlands",4.2,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",7,2002,"Netherlands",4,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",4,2002,"Netherlands",4,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",4,2002,"Netherlands",4.5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",4,2002,"Netherlands",5.4,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",4,2002,"Netherlands",4.5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",4,2002,"Netherlands",4,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",5,2006,"Netherlands",5.5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",5,2006,"Netherlands",5.5,"Female","10.1371/journal.pone.0148983"
"Bombus pascuorum",7,1880,"Netherlands",4.3,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",7,1917,"Netherlands",4.5,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",7,1917,"Netherlands",4,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",10,1917,"Netherlands",3.8,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",8,1919,"Netherlands",3.9,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",8,1918,"Netherlands",4.4,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",8,1918,"Netherlands",4.1,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",8,1918,"Netherlands",4,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",8,1918,"Netherlands",4.2,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",8,1918,"Netherlands",3.9,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",8,1918,"Netherlands",4.2,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",8,1918,"Netherlands",3.7,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",8,1918,"Netherlands",4.2,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",8,1918,"Netherlands",4,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",8,1918,"Netherlands",4.3,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",8,1918,"Netherlands",3.9,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",9,1920,"Netherlands",3.4,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",9,1920,"Netherlands",4,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",9,1920,"Netherlands",4.5,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",9,1920,"Netherlands",4,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",9,1920,"Netherlands",4.2,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",9,1920,"Netherlands",4.3,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",9,1920,"Netherlands",4,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",8,1912,"Netherlands",3.8,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",9,1925,"Netherlands",4.3,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",9,1925,"Netherlands",4,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",9,1925,"Netherlands",3.8,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",8,1928,"Netherlands",4.4,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",8,1928,"Netherlands",4,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",8,1940,"Netherlands",4,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",8,1937,"Netherlands",5,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",4,1938,"Netherlands",3.9,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",8,1921,"Netherlands",4.1,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",9,1922,"Netherlands",3.8,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",9,1922,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",4,1922,"Netherlands",3.9,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",4,1922,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",4,1922,"Netherlands",4,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",9,1922,"Netherlands",3.8,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",9,1922,"Netherlands",4.3,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",9,1922,"Netherlands",3.7,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",9,1922,"Netherlands",4,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",5,1922,"Netherlands",3.9,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",6,1922,"Netherlands",3.9,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",6,1922,"Netherlands",3.8,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",6,1922,"Netherlands",4.2,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",9,1922,"Netherlands",3.7,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",9,1922,"Netherlands",3.8,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",9,1922,"Netherlands",3.9,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",7,1921,"Netherlands",4,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",7,1921,"Netherlands",4,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",8,1938,"Netherlands",4.3,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",8,1936,"Netherlands",4.3,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",8,1936,"Netherlands",4.3,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",9,1925,"Netherlands",4.3,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",9,1926,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",9,1926,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",7,1925,"Netherlands",3.7,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",7,1928,"Netherlands",4.2,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",6,1943,"Netherlands",3.6,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",6,1943,"Netherlands",4.3,"Male","10.1371/journal.pone.0148983"
"Bombus pascuorum",9,1945,"Netherlands",3.8,"Male","10.1371/journal.pone.0148983"
